date,station,lon,lat,tmpf,relh,sped,vsby
2019-10-30,jrb,-74.009,40.7012,60.25185185185185,86.32703703703703,7.283333333333333,10.0
2019-10-30,nyc,-73.9693,40.779,59.824137931034485,93.80155172413792,3.410344827586207,3.3879310344827585
2019-10-31,jrb,-74.009,40.7012,62.62083333333334,84.90041666666666,5.366666666666667,10.0
2019-10-31,nyc,-73.9693,40.779,64.30740740740741,94.1675925925926,3.3648148148148147,4.731481481481482
2019-11-01,jrb,-74.009,40.7012,57.564864864864866,67.28121621621621,14.157432432432433,10.0
2019-11-01,nyc,-73.9693,40.779,57.18125,63.8746875,7.61875,9.3671875
2019-11-02,jrb,-74.009,40.7012,51.46875,60.746874999999996,5.175,10.0
2019-11-02,nyc,-73.9693,40.779,46.17391304347826,54.60565217391304,3.75,10.0
2019-11-03,jrb,-74.009,40.7012,52.57000000000001,60.60675,7.590000000000001,10.0
2019-11-03,nyc,-73.9693,40.779,47.916666666666664,51.19375,4.983333333333333,10.0
2019-11-04,jrb,-74.009,40.7012,53.475,58.976,7.27375,10.0
2019-11-04,nyc,-73.9693,40.779,48.5,47.15181818181818,2.665909090909091,10.0
2019-11-05,jrb,-74.009,40.7012,57.12972972972973,71.91162162162162,6.744594594594595,10.0
2019-11-05,nyc,-73.9693,40.779,56.0,65.60000000000001,2.347916666666667,10.0
2019-11-06,jrb,-74.009,40.7012,54.96818181818182,59.059999999999995,8.154545454545454,10.0
2019-11-06,nyc,-73.9693,40.779,50.869565217391305,47.92391304347826,4.6,10.0
2019-11-07,jrb,-74.009,40.7012,54.785714285714285,63.237380952380946,7.694047619047619,10.0
2019-11-07,nyc,-73.9693,40.779,52.041666666666664,50.473333333333336,3.1625,9.5
2019-11-08,jrb,-74.009,40.7012,46.50769230769231,64.89794871794872,5.514102564102564,10.0
2019-11-08,nyc,-73.9693,40.779,38.758620689655174,59.901034482758625,5.8293103448275865,9.758620689655173
2019-11-09,jrb,-74.009,40.7012,41.9375,59.424375,5.4625,10.0
2019-11-09,nyc,-73.9693,40.779,33.504347826086956,49.641304347826086,2.9499999999999997,10.0
2019-11-10,jrb,-74.009,40.7012,49.205882352941174,59.7535294117647,10.113235294117647,10.0
2019-11-10,nyc,-73.9693,40.779,44.36363636363637,46.33090909090909,4.547727272727273,10.0
2019-11-11,jrb,-74.009,40.7012,54.96,65.1648,4.048,10.0
2019-11-11,nyc,-73.9693,40.779,53.09090909090909,57.59818181818182,1.7772727272727273,9.818181818181818
2019-11-12,jrb,-74.009,40.7012,51.25581395348837,70.4406976744186,6.926744186046512,10.0
2019-11-12,nyc,-73.9693,40.779,46.18518518518518,66.58111111111111,7.07037037037037,9.62962962962963
2019-11-13,jrb,-74.009,40.7012,41.02777777777778,57.24944444444444,5.686111111111111,10.0
2019-11-13,nyc,-73.9693,40.779,27.504545454545454,38.65863636363636,7.004545454545454,10.0
2019-11-14,jrb,-74.009,40.7012,44.14705882352941,58.42823529411765,6.9338235294117645,10.0
2019-11-14,nyc,-73.9693,40.779,34.800000000000004,42.765454545454546,3.6068181818181815,10.0
2019-11-15,jrb,-74.009,40.7012,49.0,58.70314285714286,9.725714285714284,10.0
2019-11-15,nyc,-73.9693,40.779,43.52173913043478,43.0595652173913,3.85,10.0
2019-11-16,jrb,-74.009,40.7012,48.69047619047619,54.46642857142857,12.567857142857143,10.0
2019-11-16,nyc,-73.9693,40.779,39.083333333333336,32.766666666666666,8.433333333333334,10.0
2019-11-17,jrb,-74.009,40.7012,45.41052631578947,61.21157894736842,15.585526315789474,10.0
2019-11-17,nyc,-73.9693,40.779,36.17307692307692,46.49038461538461,9.642307692307693,10.0
2019-11-18,jrb,-74.009,40.7012,48.353846153846156,76.38,9.310576923076923,10.0
2019-11-18,nyc,-73.9693,40.779,39.63414634146341,82.93878048780488,7.376829268292683,6.463414634146342
2019-11-19,jrb,-74.009,40.7012,51.25,76.78694444444444,4.903472222222223,10.0
2019-11-19,nyc,-73.9693,40.779,42.082142857142856,86.8442857142857,3.429464285714286,6.035714285714286
2019-11-20,jrb,-74.009,40.7012,47.93846153846154,64.7223076923077,4.688461538461539,10.0
2019-11-20,nyc,-73.9693,40.779,43.628571428571426,62.464285714285715,4.928571428571429,10.0
2019-11-21,jrb,-74.009,40.7012,51.26315789473684,63.47236842105263,6.294736842105263,10.0
2019-11-21,nyc,-73.9693,40.779,45.22727272727273,53.916818181818186,4.6000000000000005,10.0
2019-11-22,jrb,-74.009,40.7012,52.81224489795919,68.97122448979592,7.956122448979592,10.0
2019-11-22,nyc,-73.9693,40.779,49.39259259259259,60.733333333333334,6.857407407407408,9.444444444444445
2019-11-23,jrb,-74.009,40.7012,46.6764705882353,57.21264705882353,6.155882352941177,10.0
2019-11-23,nyc,-73.9693,40.779,40.660869565217396,46.38956521739131,5.35,10.0
2019-11-24,jrb,-74.009,40.7012,52.0,74.65730769230768,11.146153846153846,10.0
2019-11-24,nyc,-73.9693,40.779,42.56,86.86036363636363,6.398181818181818,4.831818181818182
2019-11-25,jrb,-74.009,40.7012,49.611111111111114,68.32472222222222,7.602777777777778,10.0
2019-11-25,nyc,-73.9693,40.779,45.13636363636363,62.084090909090904,4.809090909090909,10.0
2019-11-26,jrb,-74.009,40.7012,53.51428571428571,67.44457142857142,5.914285714285715,10.0
2019-11-26,nyc,-73.9693,40.779,51.73913043478261,58.42521739130434,3.9,9.782608695652174
2019-11-27,jrb,-74.009,40.7012,54.61212121212122,72.03181818181818,4.913636363636364,10.0
2019-11-27,nyc,-73.9693,40.779,54.26206896551724,68.31689655172414,3.6482758620689655,9.53448275862069
2019-11-28,jrb,-74.009,40.7012,53.309090909090905,63.08704545454545,7.7625,10.0
2019-11-28,nyc,-73.9693,40.779,49.52,52.9644,11.776000000000002,10.0
2019-11-29,jrb,-74.009,40.7012,42.793103448275865,61.27965517241379,4.718965517241379,10.0
2019-11-29,nyc,-73.9693,40.779,36.073913043478264,56.434347826086956,5.05,10.0
2019-11-30,jrb,-74.009,40.7012,44.666666666666664,56.17848484848484,6.098484848484849,10.0
2019-11-30,nyc,-73.9693,40.779,36.27916666666667,46.62375,4.552083333333333,10.0
2019-12-01,jrb,-74.009,40.7012,50.17313432835821,68.50402985074626,14.280597014925373,10.0
2019-12-01,nyc,-73.9693,40.779,33.86585365853659,72.62487804878049,9.424390243902439,6.365853658536586
2019-12-02,jrb,-74.009,40.7012,50.26575342465753,76.87054794520549,11.704794520547946,10.0
2019-12-02,nyc,-73.9693,40.779,35.94,89.47725,7.90625,4.7125
2019-12-03,jrb,-74.009,40.7012,41.98695652173913,79.46260869565216,5.125,10.0
2019-12-03,nyc,-73.9693,40.779,33.050000000000004,82.10145833333333,6.444791666666667,5.067708333333333
