station,date,lon,lat,tmpf,relh,sped,p01i,vsby,weather_class
jrb,2019-07-17,-74.009,40.7012,84.0,65.26,5.75,0.0,10.0,good
nyc,2019-07-17,-73.9693,40.779,84.0,56.51,3.45,0.0,10.0,good
jrb,2019-07-17,-74.009,40.7012,83.0,67.62,6.9,0.0,10.0,good
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
nyc,2019-07-17,-73.9693,40.779,84.0,58.69,5.75,0.0,10.0,good
jrb,2019-07-17,-74.009,40.7012,81.0,71.92,5.75,0.0,10.0,bad
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
nyc,2019-07-17,-73.9693,40.779,82.0,65.03,6.9,0.0,10.0,good
jrb,2019-07-17,-74.009,40.7012,80.0,74.07,8.05,0.0,10.0,bad
nyc,2019-07-17,-73.9693,40.779,82.0,62.62,6.9,0.0,10.0,good
jrb,2019-07-17,-74.009,40.7012,80.0,74.07,5.75,0.0,10.0,bad
nyc,2019-07-17,-73.9693,40.779,81.0,64.69,5.75,0.0,10.0,good
jrb,2019-07-17,-74.009,40.7012,80.0,69.18,8.05,0.0,10.0,good
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
nyc,2019-07-17,-73.9693,40.779,80.0,59.83,0.0,0.0,10.0,good
jrb,2019-07-17,-74.009,40.7012,79.0,73.97,3.45,0.0,10.0,bad
jrb,2019-07-17,-74.009,40.7012,78.0,76.19,0.0,0.0,10.0,bad
nyc,2019-07-17,-73.9693,40.779,80.0,57.98,0.0,0.0,10.0,good
nyc,2019-07-17,-73.9693,40.779,80.0,66.62,4.6,0.0,10.0,good
jrb,2019-07-17,-74.009,40.7012,79.0,76.79,4.6,0.0,10.0,bad
nyc,2019-07-17,-73.9693,40.779,80.0,76.36,0.0,0.0,10.0,bad
jrb,2019-07-17,-74.009,40.7012,78.0,84.36,4.6,0.0,10.0,bad
nyc,2019-07-17,-73.9693,40.779,81.0,76.7,5.75,0.0,9.0,bad
jrb,2019-07-17,-74.009,40.7012,79.0,84.41,4.6,0.0,10.0,bad
nyc,2019-07-17,-73.9693,40.779,82.0,76.53,0.0,0.0,8.0,bad
jrb,2019-07-17,-74.009,40.7012,80.0,81.42,3.45,0.0,10.0,bad
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,5.75,0.0,9.0,good
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,4.6,0.0,9.0,good
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,8.05,0.0,8.0,good
nyc,2019-07-17,-73.9693,40.779,84.0,69.59,3.45,0.0,8.0,good
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,5.75,0.0,8.0,good
jrb,2019-07-17,-74.009,40.7012,84.0,74.43,5.75,0.0,8.0,bad
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,16.1,0.0,10.0,good
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,14.95,0.0,9.0,good
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,2.3,0.0,9.0,good
nyc,2019-07-17,-73.9693,40.779,88.0,65.49,4.6,0.0,9.0,good
jrb,2019-07-17,-74.009,40.7012,88.0,65.49,3.45,0.0,9.0,good
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,4.6,0.0,7.0,good
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,2.3,0.0,7.0,good
nyc,2019-07-17,-73.9693,40.779,91.0,55.72,6.9,0.0,9.0,bad
jrb,2019-07-17,-74.009,40.7012,92.0,59.7,5.75,0.0,10.0,bad
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
nyc,2019-07-17,-73.9693,40.779,90.0,59.26,4.6,0.0,9.0,good
jrb,2019-07-17,-74.009,40.7012,91.0,61.4,6.9,0.0,10.0,bad
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,8.05,0.0,9.0,good
nyc,2019-07-17,-73.9693,40.779,91.0,57.43,6.9,0.0,9.0,bad
jrb,2019-07-17,-74.009,40.7012,92.0,59.7,6.9,0.0,9.0,bad
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,9.2,0.0,9.0,good
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,8.05,0.01,10.0,good
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,5.75,0.01,10.0,good
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,12.65,0.01,10.0,good
nyc,2019-07-17,-73.9693,40.779,92.0,57.93,6.9,0.0,9.0,bad
jrb,2019-07-17,-74.009,40.7012,93.0,55.98,9.2,0.01,10.0,bad
nyc,2019-07-17,-73.9693,40.779,90.0,57.49,4.6,0.0,10.0,good
jrb,2019-07-17,-74.009,40.7012,92.0,55.84,10.35,0.0,10.0,bad
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,10.35,0.0,9.0,good
nyc,2019-07-17,-73.9693,40.779,90.0,55.58,5.75,,10.0,bad
jrb,2019-07-17,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
jrb,2019-07-17,-74.009,40.7012,92.0,55.84,12.65,0.0,10.0,bad
nyc,2019-07-17,-73.9693,40.779,90.0,55.58,3.45,0.0,10.0,good
jrb,2019-07-17,-74.009,40.7012,92.0,54.17,5.75,0.0,10.0,bad
nyc,2019-07-17,-73.9693,40.779,90.0,53.91,3.45,0.0,10.0,good
jrb,2019-07-17,-74.009,40.7012,90.0,57.49,5.75,0.0,10.0,good
jrb,2019-07-17,-74.009,40.7012,89.6,55.53,8.05,0.0,10.0,good
nyc,2019-07-17,-73.9693,40.779,91.0,50.33,3.45,0.0,10.0,bad
jrb,2019-07-17,-74.009,40.7012,89.0,59.15,5.75,,9.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.02,9.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,9.2,0.02,9.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,8.05,0.02,10.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,9.2,0.04,6.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,10.35,0.05,5.0,bad
nyc,2019-07-18,-73.9693,40.779,77.0,84.58,0.0,0.01,0.75,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,2.3,0.05,5.0,bad
nyc,2019-07-18,-73.9693,40.779,73.0,93.77,10.35,0.43,0.25,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,9.2,0.06,5.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,2.3,0.07,9.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.07,10.0,bad
nyc,2019-07-18,-73.9693,40.779,73.0,96.68,3.45,1.09,0.5,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,11.5,0.07,10.0,bad
jrb,2019-07-18,-74.009,40.7012,77.0,88.67,11.5,0.07,10.0,bad
nyc,2019-07-18,-73.9693,40.779,73.4,94.1,6.9,1.13,1.0,bad
nyc,2019-07-18,-73.9693,40.779,73.0,96.68,3.45,1.14,1.75,bad
nyc,2019-07-18,-73.9693,40.779,74.0,93.79,5.75,,3.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,12.65,0.07,10.0,bad
jrb,2019-07-18,-74.009,40.7012,76.0,90.74,13.8,0.07,10.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
jrb,2019-07-18,-74.009,40.7012,75.2,94.14,10.35,,10.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,8.05,0.02,7.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,12.65,0.01,9.0,good
jrb,2019-07-18,-74.009,40.7012,75.2,94.14,12.65,0.01,9.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,12.65,0.02,9.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.02,10.0,bad
jrb,2019-07-18,-74.009,40.7012,75.2,94.14,6.9,0.02,10.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,0.0,0.02,10.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,12.65,0.03,10.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,10.35,0.06,6.0,bad
nyc,2019-07-18,-73.9693,40.779,73.4,100.0,3.45,0.04,1.5,bad
jrb,2019-07-18,-74.009,40.7012,75.2,94.14,6.9,0.12,4.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,2.3,0.14,3.5,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,4.6,0.1,0.75,bad
jrb,2019-07-18,-74.009,40.7012,75.2,94.14,3.45,0.19,2.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,2.3,0.19,2.0,bad
jrb,2019-07-18,-74.009,40.7012,75.0,93.51,0.0,0.2,2.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,9.2,0.02,2.5,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,2.3,0.15,2.0,bad
jrb,2019-07-18,-74.009,40.7012,73.4,100.0,3.45,0.18,1.5,bad
jrb,2019-07-18,-74.009,40.7012,73.4,100.0,3.45,0.21,1.25,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,3.45,0.29,0.75,bad
jrb,2019-07-18,-74.009,40.7012,73.4,100.0,4.6,0.22,1.25,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,4.6,0.25,1.75,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,0.0,0.34,1.5,bad
jrb,2019-07-18,-74.009,40.7012,73.4,100.0,4.6,0.25,2.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.25,3.5,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,0.0,0.35,2.5,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,0.0,0.36,3.0,bad
jrb,2019-07-18,-74.009,40.7012,73.4,94.1,6.9,0.27,4.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.28,5.0,bad
jrb,2019-07-18,-74.009,40.7012,73.4,100.0,6.9,0.3,5.0,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,0.0,0.4,2.5,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.3,5.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,4.6,0.31,6.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.32,7.0,bad
jrb,2019-07-18,-74.009,40.7012,73.4,100.0,6.9,0.32,7.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,4.6,0.33,6.0,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,3.45,0.47,2.0,bad
jrb,2019-07-18,-74.009,40.7012,75.2,94.14,3.45,0.33,6.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,2.3,0.34,6.0,bad
jrb,2019-07-18,-74.009,40.7012,75.0,93.51,3.45,0.34,6.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,0.0,0.01,5.0,good
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,0.0,0.02,4.0,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,0.0,0.04,2.5,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,2.3,0.02,5.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.03,6.0,bad
jrb,2019-07-18,-74.009,40.7012,73.4,100.0,5.75,0.03,6.0,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,3.45,0.06,1.75,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.03,9.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,4.6,0.04,10.0,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,3.45,0.09,3.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,0.0,0.04,10.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,0.0,0.05,10.0,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,0.0,0.11,4.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,0.0,0.06,10.0,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,3.45,0.11,7.0,bad
jrb,2019-07-18,-74.009,40.7012,74.0,97.02,0.0,0.06,10.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,0.0,,4.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
jrb,2019-07-18,-74.009,40.7012,73.4,100.0,3.45,,10.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
jrb,2019-07-18,-74.009,40.7012,73.4,100.0,4.6,,10.0,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,0.0,,6.0,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,0.0,,5.0,bad
jrb,2019-07-18,-74.009,40.7012,73.4,100.0,0.0,,10.0,bad
jrb,2019-07-18,-74.009,40.7012,74.0,97.02,0.0,,10.0,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,0.0,0.0,5.0,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,0.0,0.0,8.0,bad
jrb,2019-07-18,-74.009,40.7012,74.0,97.02,0.0,0.0,10.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,0.0,0.01,9.0,good
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,4.6,0.02,10.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,2.3,0.02,10.0,bad
jrb,2019-07-18,-74.009,40.7012,75.2,94.14,4.6,0.02,10.0,bad
nyc,2019-07-18,-73.9693,40.779,75.0,93.51,0.0,0.01,5.0,bad
jrb,2019-07-18,-74.009,40.7012,74.0,97.02,6.9,0.02,10.0,bad
nyc,2019-07-18,-73.9693,40.779,75.0,93.51,0.0,,7.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.0,8.0,good
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.01,9.0,good
jrb,2019-07-18,-74.009,40.7012,75.2,94.14,6.9,0.01,9.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.01,10.0,good
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,9.2,0.01,10.0,good
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,4.6,0.01,10.0,good
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,5.75,0.01,6.0,bad
jrb,2019-07-18,-74.009,40.7012,74.0,97.02,4.6,0.01,10.0,bad
jrb,2019-07-18,-74.009,40.7012,73.4,100.0,4.6,0.0,10.0,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,5.75,,6.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,0.0,0.0,9.0,good
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,2.3,0.0,8.0,good
nyc,2019-07-18,-73.9693,40.779,74.0,93.79,4.6,,8.0,bad
jrb,2019-07-18,-74.009,40.7012,74.0,97.02,3.45,0.01,10.0,bad
jrb,2019-07-18,-74.009,40.7012,73.4,94.1,0.0,,10.0,bad
nyc,2019-07-18,-73.9693,40.779,74.0,93.79,0.0,0.0,10.0,bad
jrb,2019-07-18,-74.009,40.7012,74.0,93.79,3.45,,10.0,bad
nyc,2019-07-18,-73.9693,40.779,75.0,90.4,0.0,0.0,10.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,2.3,0.0,9.0,good
jrb,2019-07-18,-74.009,40.7012,73.4,94.1,3.45,0.0,9.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,0.0,0.0,8.0,good
nyc,2019-07-18,-73.9693,40.779,75.0,93.51,0.0,0.0,7.0,bad
jrb,2019-07-18,-74.009,40.7012,74.0,93.79,0.0,0.0,8.0,bad
nyc,2019-07-18,-73.9693,40.779,75.0,93.51,0.0,0.0,9.0,bad
jrb,2019-07-18,-74.009,40.7012,75.2,88.59,5.75,0.0,10.0,bad
nyc,2019-07-18,-73.9693,40.779,76.0,93.53,0.0,0.0,6.0,bad
jrb,2019-07-18,-74.009,40.7012,75.0,93.51,4.6,0.0,10.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.01,6.0,good
nyc,2019-07-18,-73.9693,40.779,75.0,93.51,3.45,,7.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.02,6.0,bad
nyc,2019-07-18,-73.9693,40.779,75.0,93.51,3.45,,2.5,bad
nyc,2019-07-18,-73.9693,40.779,75.0,93.51,0.0,0.02,0.75,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,9.2,0.03,4.0,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,4.6,0.2,0.25,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.03,5.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,8.05,0.03,8.0,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,3.45,0.36,0.5,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.03,10.0,bad
jrb,2019-07-18,-74.009,40.7012,76.0,93.53,5.75,0.03,10.0,bad
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,3.45,0.02,1.25,bad
jrb,2019-07-18,-74.009,40.7012,75.2,94.14,6.9,,10.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.0,9.0,good
nyc,2019-07-18,-73.9693,40.779,74.0,97.02,0.0,0.05,3.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,4.6,0.0,9.0,good
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,4.6,0.01,6.0,good
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,4.6,0.02,7.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,4.6,0.02,8.0,bad
nyc,2019-07-18,-73.9693,40.779,75.0,96.38,0.0,0.05,4.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,4.6,0.03,8.0,bad
nyc,2019-07-18,-73.9693,40.779,75.2,94.14,0.0,0.05,5.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,2.3,0.03,10.0,bad
nyc,2019-07-18,-73.9693,40.779,76.0,93.53,0.0,0.05,5.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,4.6,0.03,10.0,bad
jrb,2019-07-18,-74.009,40.7012,76.0,93.53,3.45,0.03,10.0,bad
nyc,2019-07-18,-73.9693,40.779,75.0,96.71,3.45,0.01,1.75,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,4.6,0.01,9.0,good
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,4.6,0.01,7.0,good
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.01,8.0,good
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,2.3,0.01,10.0,good
nyc,2019-07-18,-73.9693,40.779,75.2,94.14,4.6,0.08,2.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,0.0,0.01,10.0,good
nyc,2019-07-18,-73.9693,40.779,75.0,96.38,5.75,0.08,2.0,bad
jrb,2019-07-18,-74.009,40.7012,75.0,96.38,0.0,0.01,10.0,bad
nyc,2019-07-18,-73.9693,40.779,75.0,93.51,8.05,,4.0,bad
nyc,2019-07-18,-73.9693,40.779,75.0,93.51,6.9,,4.0,bad
nyc,2019-07-18,-73.9693,40.779,75.2,94.14,0.0,,5.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,4.6,0.0,7.0,good
nyc,2019-07-18,-73.9693,40.779,75.0,96.38,3.45,,5.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,5.75,0.0,7.0,good
jrb,2019-07-18,-74.009,40.7012,77.0,90.17,5.75,0.0,7.0,bad
nyc,2019-07-18,-73.9693,40.779,75.2,94.14,5.75,0.0,7.0,bad
nyc,2019-07-18,-73.9693,40.779,75.0,93.51,3.45,0.0,9.0,bad
jrb,2019-07-18,-74.009,40.7012,78.0,86.95,6.9,0.0,9.0,bad
jrb,2019-07-18,-74.009,40.7012,78.8,83.55,6.9,0.0,8.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
nyc,2019-07-18,-73.9693,40.779,76.0,93.53,4.6,0.0,6.0,bad
jrb,2019-07-18,-74.009,40.7012,80.0,81.42,6.9,0.0,10.0,bad
nyc,2019-07-18,-73.9693,40.779,77.0,90.17,8.05,0.0,7.0,bad
jrb,2019-07-18,-74.009,40.7012,80.6,78.76,9.2,0.0,10.0,bad
nyc,2019-07-18,-73.9693,40.779,78.0,86.95,6.9,0.0,7.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
nyc,2019-07-18,-73.9693,40.779,78.0,86.95,5.75,0.0,8.0,bad
jrb,2019-07-18,-74.009,40.7012,82.0,76.53,8.05,0.0,10.0,bad
nyc,2019-07-18,-73.9693,40.779,78.0,86.95,3.45,0.0,7.0,bad
nyc,2019-07-18,-73.9693,40.779,79.0,84.41,8.05,0.0,9.0,bad
nyc,2019-07-18,-73.9693,40.779,79.0,81.89,6.9,0.0,9.0,bad
jrb,2019-07-18,-74.009,40.7012,83.0,74.33,6.9,0.0,10.0,bad
jrb,2019-07-18,-74.009,40.7012,82.4,74.28,10.35,0.0,10.0,bad
nyc,2019-07-18,-73.9693,40.779,78.0,84.36,5.75,0.0,10.0,bad
jrb,2019-07-18,-74.009,40.7012,82.0,74.24,13.8,0.0,10.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,14.95,0.0,10.0,good
jrb,2019-07-18,-74.009,40.7012,80.6,78.76,11.5,0.0,10.0,bad
jrb,2019-07-18,-74.009,40.7012,80.6,78.76,12.65,0.0,10.0,bad
nyc,2019-07-18,-73.9693,40.779,76.0,85.09,10.35,0.0,10.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,16.1,0.0,10.0,good
nyc,2019-07-18,-73.9693,40.779,74.0,90.97,6.9,0.0,10.0,bad
jrb,2019-07-18,-74.009,40.7012,78.0,81.55,12.65,0.0,10.0,bad
jrb,2019-07-18,-74.009,40.7012,77.0,83.44,16.1,0.0,10.0,bad
nyc,2019-07-18,-73.9693,40.779,73.0,87.59,10.35,0.0,10.0,bad
jrb,2019-07-18,-74.009,40.7012,75.2,83.32,16.1,0.0,10.0,bad
jrb,2019-07-18,-74.009,40.7012,75.0,84.46,14.95,0.0,10.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,12.65,0.0,9.0,good
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,17.25,0.0,9.0,good
jrb,2019-07-18,-74.009,40.7012,73.4,88.51,17.25,0.0,9.0,bad
jrb,2019-07-18,-74.009,40.7012,57.0,69.52,17.25,0.0,10.0,good
nyc,2019-07-18,-73.9693,40.779,73.0,84.34,5.75,0.0,10.0,bad
jrb,2019-07-18,-74.009,40.7012,74.0,87.63,13.8,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
jrb,2019-07-19,-74.009,40.7012,73.4,88.51,13.8,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,14.95,0.0,10.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,16.1,0.0,10.0,good
nyc,2019-07-19,-73.9693,40.779,72.0,87.24,10.35,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,73.0,87.59,12.65,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,73.4,88.51,16.1,0.0,10.0,bad
nyc,2019-07-19,-73.9693,40.779,72.0,90.59,10.35,,10.0,bad
jrb,2019-07-19,-74.009,40.7012,73.0,87.59,13.8,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
nyc,2019-07-19,-73.9693,40.779,72.0,87.24,11.5,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,73.0,90.32,9.2,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,9.2,0.0,9.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,9.2,0.0,7.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,10.35,0.0,7.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,8.05,0.0,9.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
nyc,2019-07-19,-73.9693,40.779,72.0,90.59,5.75,0.0,7.0,bad
jrb,2019-07-19,-74.009,40.7012,72.0,93.43,5.75,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
nyc,2019-07-19,-73.9693,40.779,72.0,90.59,4.6,0.0,9.0,bad
jrb,2019-07-19,-74.009,40.7012,73.0,90.32,5.75,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,71.6,94.06,6.9,0.0,10.0,bad
nyc,2019-07-19,-73.9693,40.779,71.0,89.94,3.45,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,72.0,93.43,6.9,0.0,10.0,bad
nyc,2019-07-19,-73.9693,40.779,71.0,89.94,0.0,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,72.0,90.59,8.05,0.0,10.0,bad
nyc,2019-07-19,-73.9693,40.779,72.0,87.24,0.0,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,72.0,90.59,4.6,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
jrb,2019-07-19,-74.009,40.7012,72.0,90.59,3.45,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,73.4,88.51,0.0,0.0,10.0,bad
nyc,2019-07-19,-73.9693,40.779,73.0,87.59,0.0,0.0,9.0,bad
jrb,2019-07-19,-74.009,40.7012,73.0,87.59,0.0,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,0.0,0.01,10.0,good
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,2.3,0.01,10.0,good
nyc,2019-07-19,-73.9693,40.779,75.0,84.46,0.0,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,57.0,69.52,4.6,0.01,10.0,good
jrb,2019-07-19,-74.009,40.7012,74.0,87.63,5.75,0.01,10.0,bad
nyc,2019-07-19,-73.9693,40.779,76.0,85.09,4.6,0.0,10.0,bad
jrb,2019-07-19,-74.009,40.7012,76.0,85.09,3.45,0.0,10.0,bad
nyc,2019-07-19,-73.9693,40.779,77.0,82.03,6.9,0.0,8.0,bad
