station,date,lon,lat,tmpf,relh,sped,p01i,vsby,weather_class
jrb,2019-11-29,-74.009,40.7012,33.0,66.06,3.45,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,32.0,58.27,9.2,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,35.0,63.86,6.9,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
nyc,2019-11-29,-73.9693,40.779,34.0,53.77,8.05,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,37.0,49.61,9.2,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,39.0,56.86,3.45,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,38.0,47.89,0.0,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,40.0,54.9,4.6,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,38.0,45.9,5.75,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,44.0,48.88,4.6,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,39.0,45.87,10.35,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,45.0,45.12,4.6,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,40.0,44.29,8.05,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,45.0,43.46,9.2,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,40.0,46.41,6.9,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,45.0,45.12,8.05,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,39.0,48.06,9.2,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,42.0,50.42,0.0,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,39.0,49.93,5.75,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,41.0,50.67,4.6,0.0,10.0,bad
nyc,2019-11-29,-73.9693,40.779,37.0,54.01,4.6,0.0,10.0,bad
jrb,2019-11-29,-74.009,40.7012,40.0,52.88,4.6,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
jrb,2019-11-30,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
jrb,2019-11-30,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
jrb,2019-11-30,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
jrb,2019-11-30,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
jrb,2019-11-30,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
jrb,2019-11-30,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
nyc,2019-11-30,-73.9693,40.779,36.0,56.18,5.75,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,40.0,62.15,10.35,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,36.0,56.18,3.45,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,39.0,64.37,3.45,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,36.0,54.08,5.75,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,38.0,62.14,5.75,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,35.0,53.49,3.45,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,38.0,59.36,5.75,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,35.0,53.49,5.75,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,37.0,59.24,9.2,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
nyc,2019-11-30,-73.9693,40.779,35.0,51.47,3.45,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,38.0,64.49,9.2,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,35.0,53.49,4.6,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,37.0,61.5,5.75,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,33.0,57.93,5.75,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,37.0,56.57,5.75,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,33.0,57.93,4.6,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,36.0,58.85,3.45,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,32.0,60.55,4.6,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,36.0,58.85,4.6,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,30.9,60.92,8.05,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,36.0,63.98,10.35,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
nyc,2019-11-30,-73.9693,40.779,30.9,60.92,4.6,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,35.0,69.41,9.2,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,30.9,60.92,6.9,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,36.0,66.97,11.5,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,32.0,55.82,6.9,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,36.0,63.98,3.45,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,34.0,49.55,8.05,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,38.0,52.13,6.9,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,36.0,43.64,5.75,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,42.0,44.27,3.45,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,40.0,29.92,5.75,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,44.0,36.25,3.45,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,41.0,25.29,4.6,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,47.0,32.59,5.75,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,43.0,26.55,3.45,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,49.0,35.83,5.75,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,42.0,27.48,4.6,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,47.0,31.22,5.75,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,42.0,27.48,0.0,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,45.0,29.59,0.0,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,41.0,30.11,0.0,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,44.0,29.19,3.45,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,41.0,32.88,3.45,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,43.0,30.44,0.0,0.0,10.0,bad
nyc,2019-11-30,-73.9693,40.779,40.0,32.7,0.0,0.0,10.0,bad
jrb,2019-11-30,-74.009,40.7012,43.0,34.84,4.6,0.0,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
nyc,2019-12-01,-73.9693,40.779,38.0,40.49,4.6,0.0,10.0,bad
jrb,2019-12-01,-74.009,40.7012,41.0,40.83,3.45,0.0,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
nyc,2019-12-01,-73.9693,40.779,37.0,41.95,0.0,0.0,10.0,bad
jrb,2019-12-01,-74.009,40.7012,41.0,50.67,4.6,0.0,10.0,bad
nyc,2019-12-01,-73.9693,40.779,36.0,45.77,4.6,0.0,10.0,bad
jrb,2019-12-01,-74.009,40.7012,41.0,50.67,10.35,0.0,10.0,bad
nyc,2019-12-01,-73.9693,40.779,35.0,41.44,4.6,0.0,10.0,bad
jrb,2019-12-01,-74.009,40.7012,40.0,57.47,9.2,0.0,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
nyc,2019-12-01,-73.9693,40.779,34.0,47.25,4.6,0.0,10.0,bad
jrb,2019-12-01,-74.009,40.7012,39.0,49.93,5.75,0.0,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
nyc,2019-12-01,-73.9693,40.779,33.0,48.98,6.9,0.0,10.0,bad
jrb,2019-12-01,-74.009,40.7012,38.0,59.36,11.5,0.0,10.0,bad
nyc,2019-12-01,-73.9693,40.779,32.0,49.23,4.6,0.0,10.0,bad
jrb,2019-12-01,-74.009,40.7012,38.0,62.14,9.2,0.0,10.0,bad
nyc,2019-12-01,-73.9693,40.779,32.0,51.2,5.75,0.0,10.0,bad
jrb,2019-12-01,-74.009,40.7012,36.0,58.85,9.2,0.0,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,14.95,0.0,10.0,good
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,16.1,0.0,10.0,good
nyc,2019-12-01,-73.9693,40.779,30.9,46.74,8.05,0.0,10.0,bad
jrb,2019-12-01,-74.009,40.7012,35.0,51.47,14.95,0.0,10.0,bad
nyc,2019-12-01,-73.9693,40.779,30.0,46.59,6.9,0.0,10.0,bad
jrb,2019-12-01,-74.009,40.7012,34.0,45.43,11.5,0.0,10.0,bad
nyc,2019-12-01,-73.9693,40.779,30.0,44.37,4.6,0.0,10.0,bad
jrb,2019-12-01,-74.009,40.7012,33.0,55.75,10.35,0.0,10.0,bad
nyc,2019-12-01,-73.9693,40.779,30.9,46.74,5.75,0.0,10.0,bad
jrb,2019-12-01,-74.009,40.7012,34.0,60.83,12.65,0.0,10.0,bad
nyc,2019-12-01,-73.9693,40.779,30.0,50.88,12.65,0.0,10.0,bad
nyc,2019-12-01,-73.9693,40.779,30.9,56.14,9.2,0.0,10.0,bad
jrb,2019-12-01,-74.009,40.7012,35.0,63.86,11.5,0.0,10.0,bad
nyc,2019-12-01,-73.9693,40.779,32.0,65.92,6.9,,10.0,bad
jrb,2019-12-01,-74.009,40.7012,35.0,63.86,8.05,0.0,10.0,bad
nyc,2019-12-01,-73.9693,40.779,33.0,66.06,6.9,,10.0,bad
jrb,2019-12-01,-74.009,40.7012,36.0,63.98,10.35,0.0,10.0,bad
nyc,2019-12-01,-73.9693,40.779,32.0,75.07,9.2,0.01,6.0,bad
nyc,2019-12-01,-73.9693,40.779,32.0,80.22,9.2,0.02,5.0,bad
nyc,2019-12-01,-73.9693,40.779,32.0,81.55,8.05,0.02,4.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,17.25,0.0,10.0,good
jrb,2019-12-01,-74.009,40.7012,35.0,72.04,17.25,0.0,10.0,bad
nyc,2019-12-01,-73.9693,40.779,33.0,81.3,13.8,,6.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,18.4,0.0,10.0,good
nyc,2019-12-01,-73.9693,40.779,32.0,84.98,13.8,,8.0,bad
nyc,2019-12-01,-73.9693,40.779,32.0,86.39,13.8,,8.0,bad
nyc,2019-12-01,-73.9693,40.779,32.0,84.98,10.35,,8.0,bad
jrb,2019-12-01,-74.009,40.7012,35.0,77.88,14.95,0.0,10.0,bad
nyc,2019-12-01,-73.9693,40.779,32.0,88.17,8.05,0.01,5.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,14.95,0.01,10.0,good
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,16.1,0.01,10.0,good
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,14.95,0.02,10.0,bad
nyc,2019-12-01,-73.9693,40.779,32.0,88.17,8.05,0.04,2.5,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,17.25,0.02,10.0,bad
nyc,2019-12-01,-73.9693,40.779,32.0,92.22,16.1,0.06,1.25,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,17.25,0.03,10.0,bad
nyc,2019-12-01,-73.9693,40.779,32.0,88.17,13.8,0.08,1.5,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,16.1,0.04,10.0,bad
nyc,2019-12-01,-73.9693,40.779,32.0,86.39,10.35,0.09,2.5,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,17.25,0.04,10.0,bad
nyc,2019-12-01,-73.9693,40.779,32.0,88.17,12.65,0.1,2.5,bad
jrb,2019-12-01,-74.009,40.7012,35.6,86.59,17.25,0.04,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,17.25,0.05,10.0,bad
nyc,2019-12-01,-73.9693,40.779,32.0,88.17,11.5,0.03,2.5,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,19.55,0.0,10.0,good
nyc,2019-12-01,-73.9693,40.779,57.0,69.52,9.2,0.0,3.0,good
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,17.25,0.01,10.0,good
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,21.85,0.01,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,18.4,0.01,10.0,good
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,19.55,0.01,10.0,good
nyc,2019-12-01,-73.9693,40.779,33.8,86.49,9.2,0.05,5.0,bad
nyc,2019-12-01,-73.9693,40.779,33.0,91.51,13.8,0.05,5.0,bad
jrb,2019-12-01,-74.009,40.7012,37.0,88.78,17.25,0.01,10.0,bad
nyc,2019-12-01,-73.9693,40.779,33.0,91.51,10.35,0.02,4.0,bad
jrb,2019-12-01,-74.009,40.7012,37.0,92.76,14.95,0.02,10.0,bad
nyc,2019-12-01,-73.9693,40.779,34.0,92.29,13.8,0.04,2.5,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,12.65,0.02,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,16.1,0.02,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,19.55,0.03,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,18.4,0.05,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,17.25,0.06,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,19.55,0.06,10.0,bad
nyc,2019-12-01,-73.9693,40.779,36.0,92.35,11.5,0.15,2.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,16.1,0.06,10.0,bad
jrb,2019-12-01,-74.009,40.7012,38.0,92.78,16.1,0.06,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,12.65,0.01,10.0,good
nyc,2019-12-01,-73.9693,40.779,37.0,92.76,13.8,0.03,4.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,21.85,0.03,10.0,bad
nyc,2019-12-01,-73.9693,40.779,37.0,96.13,13.8,0.07,1.75,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,19.55,0.04,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,12.65,0.04,10.0,bad
nyc,2019-12-01,-73.9693,40.779,37.0,96.13,9.2,0.12,3.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,19.55,0.05,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,14.95,0.05,10.0,bad
nyc,2019-12-01,-73.9693,40.779,38.0,92.78,10.35,0.14,4.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,18.4,0.06,10.0,bad
jrb,2019-12-01,-74.009,40.7012,40.0,92.48,14.95,0.06,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,23.0,0.02,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,20.7,0.02,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,21.85,0.02,10.0,bad
jrb,2019-12-01,-74.009,40.7012,57.0,69.52,19.55,0.02,10.0,bad
nyc,2019-12-01,-73.9693,40.779,39.0,92.45,16.1,0.08,4.0,bad
jrb,2019-12-01,-74.009,40.7012,40.0,92.48,18.4,0.02,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,17.25,0.0,10.0,good
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,19.55,0.01,10.0,good
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,14.95,0.01,10.0,good
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,18.4,0.01,10.0,good
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,21.85,0.01,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,17.25,0.01,10.0,good
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,16.1,0.01,10.0,good
nyc,2019-12-02,-73.9693,40.779,36.0,92.35,12.65,0.03,6.0,bad
jrb,2019-12-02,-74.009,40.7012,39.0,92.45,17.25,0.01,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,18.4,0.0,10.0,good
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,20.7,0.0,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,21.85,0.0,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,25.3,0.0,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,23.0,0.0,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,24.15,0.0,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,26.45,0.0,10.0,bad
nyc,2019-12-02,-73.9693,40.779,37.0,92.76,11.5,0.02,4.0,bad
jrb,2019-12-02,-74.009,40.7012,39.0,92.45,16.1,0.0,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,29.9,0.0,10.0,bad
nyc,2019-12-02,-73.9693,40.779,37.0,88.78,17.25,,7.0,bad
jrb,2019-12-02,-74.009,40.7012,39.0,92.45,19.55,0.0,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,19.55,0.0,10.0,good
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,16.1,0.0,10.0,good
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,14.95,0.0,10.0,good
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
nyc,2019-12-02,-73.9693,40.779,36.0,92.35,6.9,,7.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
jrb,2019-12-02,-74.009,40.7012,38.0,92.78,11.5,0.0,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
nyc,2019-12-02,-73.9693,40.779,36.0,92.35,0.0,0.0,6.0,bad
jrb,2019-12-02,-74.009,40.7012,37.4,93.14,18.4,0.0,10.0,bad
nyc,2019-12-02,-73.9693,40.779,36.0,92.35,9.2,0.0,6.0,bad
nyc,2019-12-02,-73.9693,40.779,37.0,88.78,16.1,,5.0,bad
jrb,2019-12-02,-74.009,40.7012,39.0,88.87,18.4,0.0,10.0,bad
jrb,2019-12-02,-74.009,40.7012,39.2,86.79,21.85,0.0,10.0,bad
nyc,2019-12-02,-73.9693,40.779,57.0,69.52,13.8,0.0,9.0,good
jrb,2019-12-02,-74.009,40.7012,39.0,88.87,17.25,0.0,10.0,bad
nyc,2019-12-02,-73.9693,40.779,37.0,88.78,14.95,0.0,10.0,bad
jrb,2019-12-02,-74.009,40.7012,39.0,88.87,16.1,0.0,10.0,bad
jrb,2019-12-02,-74.009,40.7012,39.2,86.79,13.8,0.0,10.0,bad
nyc,2019-12-02,-73.9693,40.779,57.0,69.52,0.0,0.0,10.0,good
nyc,2019-12-02,-73.9693,40.779,37.0,85.64,12.65,0.0,10.0,bad
jrb,2019-12-02,-74.009,40.7012,39.0,88.87,14.95,0.0,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
nyc,2019-12-02,-73.9693,40.779,37.0,85.64,11.5,,10.0,bad
jrb,2019-12-02,-74.009,40.7012,39.0,85.76,10.35,0.0,10.0,bad
nyc,2019-12-02,-73.9693,40.779,36.0,89.09,10.35,0.02,7.0,bad
jrb,2019-12-02,-74.009,40.7012,39.0,85.76,16.1,0.0,10.0,bad
nyc,2019-12-02,-73.9693,40.779,36.0,92.35,8.05,0.01,8.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
nyc,2019-12-02,-73.9693,40.779,36.0,89.09,9.2,,10.0,bad
jrb,2019-12-02,-74.009,40.7012,39.0,85.76,11.5,0.0,10.0,bad
nyc,2019-12-02,-73.9693,40.779,36.0,89.09,6.9,0.0,7.0,bad
jrb,2019-12-02,-74.009,40.7012,40.0,85.81,9.2,0.0,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,12.65,0.01,10.0,good
nyc,2019-12-02,-73.9693,40.779,36.0,89.09,10.35,0.01,4.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,11.5,0.01,10.0,good
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,9.2,0.01,10.0,good
nyc,2019-12-02,-73.9693,40.779,36.0,89.09,8.05,0.02,5.0,bad
jrb,2019-12-02,-74.009,40.7012,39.0,88.87,13.8,0.01,10.0,bad
nyc,2019-12-02,-73.9693,40.779,36.0,89.09,8.05,,5.0,bad
nyc,2019-12-02,-73.9693,40.779,36.0,89.09,6.9,,7.0,bad
nyc,2019-12-02,-73.9693,40.779,35.0,92.32,10.35,,7.0,bad
jrb,2019-12-02,-74.009,40.7012,39.0,85.76,8.05,0.0,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
nyc,2019-12-02,-73.9693,40.779,35.0,92.32,4.6,,3.0,bad
jrb,2019-12-02,-74.009,40.7012,38.0,89.53,10.35,0.0,10.0,bad
nyc,2019-12-02,-73.9693,40.779,35.0,92.32,4.6,0.01,2.5,bad
nyc,2019-12-02,-73.9693,40.779,34.0,92.29,5.75,0.03,1.5,bad
nyc,2019-12-02,-73.9693,40.779,34.0,88.27,6.9,0.04,1.75,bad
jrb,2019-12-02,-74.009,40.7012,37.0,92.76,4.6,0.0,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,2.3,0.01,10.0,good
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,5.75,0.01,10.0,good
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,4.6,0.01,10.0,good
nyc,2019-12-02,-73.9693,40.779,33.0,95.67,5.75,0.03,0.75,bad
nyc,2019-12-02,-73.9693,40.779,33.0,91.51,3.45,0.04,1.0,bad
nyc,2019-12-02,-73.9693,40.779,33.0,91.51,4.6,0.07,0.75,bad
jrb,2019-12-02,-74.009,40.7012,36.0,92.35,0.0,0.01,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,8.05,0.01,10.0,good
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,4.6,0.02,10.0,bad
jrb,2019-12-02,-74.009,40.7012,35.6,93.08,5.75,0.02,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,5.75,0.02,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,2.3,0.02,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,5.75,0.03,10.0,bad
nyc,2019-12-02,-73.9693,40.779,33.0,91.51,5.75,0.07,0.75,bad
jrb,2019-12-02,-74.009,40.7012,37.0,92.76,4.6,0.03,10.0,bad
nyc,2019-12-02,-73.9693,40.779,33.0,91.51,8.05,0.01,1.25,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,0.0,0.01,10.0,good
nyc,2019-12-02,-73.9693,40.779,33.0,91.51,6.9,0.02,0.5,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,4.6,0.03,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,2.3,0.03,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,4.6,0.04,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,5.75,0.04,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,2.3,0.05,10.0,bad
nyc,2019-12-02,-73.9693,40.779,33.0,91.51,9.2,0.06,0.5,bad
jrb,2019-12-02,-74.009,40.7012,36.0,92.35,4.6,0.05,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,0.0,0.04,10.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,9.2,0.04,10.0,bad
nyc,2019-12-02,-73.9693,40.779,33.8,86.49,4.6,0.09,1.25,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,8.05,0.04,10.0,bad
nyc,2019-12-02,-73.9693,40.779,33.0,91.51,0.0,0.09,1.5,bad
jrb,2019-12-02,-74.009,40.7012,35.0,95.71,4.6,0.05,10.0,bad
nyc,2019-12-02,-73.9693,40.779,33.0,91.51,8.05,0.01,3.0,bad
nyc,2019-12-02,-73.9693,40.779,33.0,91.51,9.2,0.02,4.0,bad
jrb,2019-12-02,-74.009,40.7012,37.0,92.76,8.05,0.01,10.0,bad
nyc,2019-12-02,-73.9693,40.779,33.0,91.51,8.05,,6.0,bad
jrb,2019-12-02,-74.009,40.7012,57.0,69.52,10.35,0.01,10.0,good
nyc,2019-12-02,-73.9693,40.779,33.0,91.51,5.75,,4.0,bad
nyc,2019-12-02,-73.9693,40.779,33.8,86.49,4.6,,2.5,bad
nyc,2019-12-02,-73.9693,40.779,33.0,91.51,5.75,,2.0,bad
jrb,2019-12-02,-74.009,40.7012,37.0,92.76,8.05,0.0,10.0,bad
jrb,2019-12-03,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
nyc,2019-12-03,-73.9693,40.779,33.0,92.25,8.05,,1.75,bad
jrb,2019-12-03,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
nyc,2019-12-03,-73.9693,40.779,57.0,69.52,11.5,0.0,10.0,good
jrb,2019-12-03,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
jrb,2019-12-03,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
nyc,2019-12-03,-73.9693,40.779,33.0,91.51,0.0,0.01,2.0,bad
jrb,2019-12-03,-74.009,40.7012,57.0,69.52,4.6,0.01,10.0,good
jrb,2019-12-03,-74.009,40.7012,35.6,93.08,4.6,0.01,10.0,bad
jrb,2019-12-03,-74.009,40.7012,57.0,69.52,5.75,0.01,10.0,good
jrb,2019-12-03,-74.009,40.7012,57.0,69.52,9.2,0.01,10.0,good
nyc,2019-12-03,-73.9693,40.779,33.0,88.23,8.05,0.01,1.75,bad
nyc,2019-12-03,-73.9693,40.779,33.8,86.49,0.0,0.01,2.0,bad
nyc,2019-12-03,-73.9693,40.779,33.0,88.23,0.0,0.01,1.75,bad
jrb,2019-12-03,-74.009,40.7012,37.0,92.76,5.75,0.01,10.0,bad
jrb,2019-12-03,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
nyc,2019-12-03,-73.9693,40.779,32.0,92.22,8.05,0.01,1.5,bad
nyc,2019-12-03,-73.9693,40.779,32.0,92.22,4.6,0.02,1.75,bad
jrb,2019-12-03,-74.009,40.7012,35.0,92.32,6.9,0.0,10.0,bad
